c_l_i_n_i_c___n_a_m_e,a_i_l_m_e_n_t,m_o_n_t_h___n_a_m_e,s_e_a_s_o_n,s_e_v_e_r_i_t_y,p_a_t_i_e_n_t___i_d,n_u_m___m_e_d_i_c_a_t_i_o_n_s,a_g_e,w_a_i_t___t_i_m_e___m_i_n_u_t_e_s,i_s___s_e_v_e_r_e,i_s___f_o_l_l_o_w___u_p
Community Wellness Center,Diarrhea,September,Cool/Dry,Moderate,54,119,34.44444444444444,29.74074074074074,0,1
Community Wellness Center,Diarrhea,September,Cool/Dry,Severe,29,67,32.93103448275862,25.620689655172413,29,2
Community Wellness Center,Hypertension,August,Cool/Dry,Mild,43,112,28.25581395348837,26.813953488372093,0,2
Community Wellness Center,Hypertension,August,Cool/Dry,Moderate,30,68,30.666666666666668,26.233333333333334,0,5
Community Wellness Center,Hypertension,August,Cool/Dry,Severe,12,28,29.166666666666668,31.416666666666668,12,0
Community Wellness Center,Hypertension,July,Long Rains,Mild,55,139,29.545454545454547,30.09090909090909,0,3
Community Wellness Center,Hypertension,July,Long Rains,Moderate,39,104,27.82051282051282,30.28205128205128,0,2
Community Wellness Center,Hypertension,July,Long Rains,Severe,19,46,27.63157894736842,29.57894736842105,19,0
Community Wellness Center,Hypertension,June,Long Rains,Mild,49,125,34.795918367346935,29.122448979591837,0,4
Community Wellness Center,Hypertension,June,Long Rains,Moderate,31,77,38.225806451612904,26.387096774193548,0,1
Community Wellness Center,Hypertension,June,Long Rains,Severe,13,35,35.0,37.61538461538461,13,0
Community Wellness Center,Hypertension,November,Short Rains,Mild,53,136,32.16981132075472,29.528301886792452,0,4
Community Wellness Center,Hypertension,November,Short Rains,Moderate,36,94,36.666666666666664,34.916666666666664,0,4
Community Wellness Center,Hypertension,November,Short Rains,Severe,13,30,37.30769230769231,29.307692307692307,13,0
Community Wellness Center,Hypertension,October,Cool/Dry,Mild,44,108,32.04545454545455,29.045454545454547,0,3
Community Wellness Center,Hypertension,October,Cool/Dry,Moderate,32,70,26.875,27.28125,0,2
Community Wellness Center,Hypertension,October,Cool/Dry,Severe,19,45,37.10526315789474,21.36842105263158,19,2
Community Wellness Center,Hypertension,September,Cool/Dry,Mild,46,103,31.08695652173913,30.47826086956522,0,0
Community Wellness Center,Hypertension,September,Cool/Dry,Moderate,29,65,30.17241379310345,25.620689655172413,0,0
Community Wellness Center,Hypertension,September,Cool/Dry,Severe,24,58,30.416666666666668,30.791666666666668,24,2
Community Wellness Center,Malaria,August,Cool/Dry,Mild,106,267,34.81132075471698,28.39622641509434,0,6
Community Wellness Center,Malaria,August,Cool/Dry,Moderate,73,181,34.04109589041096,27.232876712328768,0,3
Community Wellness Center,Malaria,August,Cool/Dry,Severe,31,75,31.774193548387096,30.0,31,0
Community Wellness Center,Malaria,July,Long Rains,Mild,208,504,32.06730769230769,30.08653846153846,0,7
Community Wellness Center,Malaria,July,Long Rains,Moderate,110,255,35.0,29.736363636363638,0,6
Community Wellness Center,Malaria,July,Long Rains,Severe,59,137,31.779661016949152,33.847457627118644,59,4
Community Wellness Center,Malaria,June,Long Rains,Mild,165,405,33.72727272727273,28.115151515151513,0,9
Community Wellness Center,Malaria,June,Long Rains,Moderate,129,367,31.82170542635659,30.34108527131783,0,4
Community Wellness Center,Malaria,June,Long Rains,Severe,49,140,29.489795918367346,27.551020408163264,49,4
Community Wellness Center,Malaria,November,Short Rains,Mild,207,503,34.371980676328505,31.11111111111111,0,12
Community Wellness Center,Malaria,November,Short Rains,Moderate,141,340,32.730496453900706,28.21985815602837,0,7
Community Wellness Center,Malaria,November,Short Rains,Severe,71,179,31.338028169014084,25.239436619718308,71,6
Community Wellness Center,Malaria,October,Cool/Dry,Mild,106,261,32.35849056603774,27.5188679245283,0,5
Community Wellness Center,Malaria,October,Cool/Dry,Moderate,79,189,31.329113924050635,29.455696202531644,0,6
Community Wellness Center,Malaria,October,Cool/Dry,Severe,31,69,32.096774193548384,28.096774193548388,31,1
Community Wellness Center,Malaria,September,Cool/Dry,Mild,86,220,32.44186046511628,26.72093023255814,0,4
Community Wellness Center,Malaria,September,Cool/Dry,Moderate,51,127,32.84313725490196,29.568627450980394,0,0
Community Wellness Center,Malaria,September,Cool/Dry,Severe,22,52,34.09090909090909,28.272727272727273,22,2
Community Wellness Center,Minor Injuries,August,Cool/Dry,Mild,45,99,30.555555555555557,27.822222222222223,0,0
Community Wellness Center,Minor Injuries,August,Cool/Dry,Moderate,38,92,30.789473684210527,26.105263157894736,0,1
Community Wellness Center,Minor Injuries,August,Cool/Dry,Severe,16,40,30.0,36.25,16,0
Community Wellness Center,Minor Injuries,July,Long Rains,Mild,50,124,36.8,29.72,0,5
Community Wellness Center,Minor Injuries,July,Long Rains,Moderate,39,89,31.666666666666668,28.05128205128205,0,1
Community Wellness Center,Minor Injuries,July,Long Rains,Severe,14,33,30.0,31.5,14,1
Community Wellness Center,Minor Injuries,June,Long Rains,Mild,57,142,33.59649122807018,27.263157894736842,0,2
Community Wellness Center,Minor Injuries,June,Long Rains,Moderate,42,104,30.0,29.476190476190474,0,5
Community Wellness Center,Minor Injuries,June,Long Rains,Severe,15,40,32.333333333333336,24.533333333333335,15,2
Community Wellness Center,Minor Injuries,November,Short Rains,Mild,48,112,34.375,28.833333333333332,0,3
Community Wellness Center,Minor Injuries,November,Short Rains,Moderate,53,139,33.301886792452834,27.60377358490566,0,1
Community Wellness Center,Minor Injuries,November,Short Rains,Severe,34,85,37.94117647058823,29.823529411764707,34,2
Community Wellness Center,Minor Injuries,October,Cool/Dry,Mild,56,132,31.964285714285715,26.839285714285715,0,3
Community Wellness Center,Minor Injuries,October,Cool/Dry,Moderate,47,114,32.659574468085104,31.638297872340427,0,5
Community Wellness Center,Minor Injuries,October,Cool/Dry,Severe,17,43,38.529411764705884,31.11764705882353,17,0
Community Wellness Center,Minor Injuries,September,Cool/Dry,Mild,67,159,32.91044776119403,30.17910447761194,0,5
Community Wellness Center,Minor Injuries,September,Cool/Dry,Moderate,43,111,35.0,29.53488372093023,0,4
Community Wellness Center,Minor Injuries,September,Cool/Dry,Severe,18,48,30.0,28.555555555555557,18,0
Community Wellness Center,Pneumonia,August,Cool/Dry,Mild,40,104,38.0,29.975,0,3
Community Wellness Center,Pneumonia,August,Cool/Dry,Moderate,28,72,34.642857142857146,28.428571428571427,0,0
Community Wellness Center,Pneumonia,August,Cool/Dry,Severe,14,33,35.714285714285715,28.928571428571427,14,0
Community Wellness Center,Pneumonia,July,Long Rains,Mild,68,160,37.794117647058826,31.41176470588235,0,4
Community Wellness Center,Pneumonia,July,Long Rains,Moderate,52,135,31.346153846153847,30.53846153846154,0,4
Community Wellness Center,Pneumonia,July,Long Rains,Severe,18,45,43.888888888888886,31.38888888888889,18,2
Community Wellness Center,Pneumonia,June,Long Rains,Mild,68,177,33.23529411764706,28.985294117647058,0,5
Community Wellness Center,Pneumonia,June,Long Rains,Moderate,50,126,27.8,33.72,0,3
Community Wellness Center,Pneumonia,June,Long Rains,Severe,21,52,38.80952380952381,30.428571428571427,21,2
Community Wellness Center,Pneumonia,November,Short Rains,Mild,61,136,33.36065573770492,29.688524590163933,0,1
Community Wellness Center,Pneumonia,November,Short Rains,Moderate,33,85,31.96969696969697,32.15151515151515,0,0
Community Wellness Center,Pneumonia,November,Short Rains,Severe,19,55,36.578947368421055,29.473684210526315,19,3
Community Wellness Center,Pneumonia,October,Cool/Dry,Mild,59,136,33.644067796610166,31.203389830508474,0,2
Community Wellness Center,Pneumonia,October,Cool/Dry,Moderate,29,74,38.10344827586207,28.275862068965516,0,1
Community Wellness Center,Pneumonia,October,Cool/Dry,Severe,10,26,29.0,27.8,10,1
Community Wellness Center,Pneumonia,September,Cool/Dry,Mild,43,102,33.372093023255815,30.209302325581394,0,4
Community Wellness Center,Pneumonia,September,Cool/Dry,Moderate,33,87,25.606060606060606,33.75757575757576,0,1
Community Wellness Center,Pneumonia,September,Cool/Dry,Severe,21,50,33.57142857142857,22.333333333333332,21,2
Community Wellness Center,Skin Infections,August,Cool/Dry,Mild,66,148,33.18181818181818,28.954545454545453,0,2
Community Wellness Center,Skin Infections,August,Cool/Dry,Moderate,59,133,30.93220338983051,32.389830508474574,0,0
Community Wellness Center,Skin Infections,August,Cool/Dry,Severe,21,51,33.095238095238095,29.952380952380953,21,0
Community Wellness Center,Skin Infections,July,Long Rains,Mild,61,161,32.540983606557376,28.83606557377049,0,2
Community Wellness Center,Skin Infections,July,Long Rains,Moderate,33,83,33.18181818181818,33.78787878787879,0,2
Community Wellness Center,Skin Infections,July,Long Rains,Severe,31,80,31.129032258064516,30.516129032258064,31,1
Community Wellness Center,Skin Infections,June,Long Rains,Mild,50,127,32.6,30.44,0,4
Community Wellness Center,Skin Infections,June,Long Rains,Moderate,29,71,31.896551724137932,25.93103448275862,0,1
Community Wellness Center,Skin Infections,June,Long Rains,Severe,14,39,45.714285714285715,30.571428571428573,14,0
Community Wellness Center,Skin Infections,November,Short Rains,Mild,52,133,31.53846153846154,24.48076923076923,0,2
Community Wellness Center,Skin Infections,November,Short Rains,Moderate,33,87,35.90909090909091,27.939393939393938,0,2
Community Wellness Center,Skin Infections,November,Short Rains,Severe,18,45,30.0,27.166666666666668,18,1
Community Wellness Center,Skin Infections,October,Cool/Dry,Mild,53,119,30.660377358490567,31.547169811320753,0,3
Community Wellness Center,Skin Infections,October,Cool/Dry,Moderate,36,94,35.55555555555556,31.02777777777778,0,0
Community Wellness Center,Skin Infections,October,Cool/Dry,Severe,14,36,36.42857142857143,30.928571428571427,14,0
Community Wellness Center,Skin Infections,September,Cool/Dry,Mild,70,163,29.571428571428573,27.914285714285715,0,8
Community Wellness Center,Skin Infections,September,Cool/Dry,Moderate,58,146,28.103448275862068,29.775862068965516,0,2
Community Wellness Center,Skin Infections,September,Cool/Dry,Severe,19,53,37.10526315789474,30.736842105263158,19,1
Community Wellness Center,Typhoid,August,Cool/Dry,Mild,20,47,32.0,31.35,0,2
Community Wellness Center,Typhoid,August,Cool/Dry,Moderate,22,46,30.454545454545453,33.90909090909091,0,2
Community Wellness Center,Typhoid,August,Cool/Dry,Severe,14,32,41.42857142857143,36.642857142857146,14,3
Community Wellness Center,Typhoid,July,Long Rains,Mild,32,83,25.625,30.25,0,2
Community Wellness Center,Typhoid,July,Long Rains,Moderate,16,36,34.375,32.0625,0,0
Community Wellness Center,Typhoid,July,Long Rains,Severe,3,12,28.333333333333332,36.666666666666664,3,1
Community Wellness Center,Typhoid,June,Long Rains,Mild,58,150,34.827586206896555,29.137931034482758,0,2
Community Wellness Center,Typhoid,June,Long Rains,Moderate,39,100,35.256410256410255,31.256410256410255,0,1
Community Wellness Center,Typhoid,June,Long Rains,Severe,18,47,43.333333333333336,26.22222222222222,18,0
Community Wellness Center,Typhoid,November,Short Rains,Mild,81,201,32.03703703703704,31.506172839506174,0,2
Community Wellness Center,Typhoid,November,Short Rains,Moderate,56,139,36.42857142857143,30.142857142857142,0,2
Community Wellness Center,Typhoid,November,Short Rains,Severe,22,58,39.09090909090909,32.63636363636363,22,1
Community Wellness Center,Typhoid,October,Cool/Dry,Mild,29,74,31.551724137931036,26.103448275862068,0,3
Community Wellness Center,Typhoid,October,Cool/Dry,Moderate,22,58,35.45454545454545,23.40909090909091,0,2
Community Wellness Center,Typhoid,October,Cool/Dry,Severe,12,32,30.0,26.5,12,0
Community Wellness Center,Typhoid,September,Cool/Dry,Mild,34,80,36.1764705882353,33.14705882352941,0,0
Community Wellness Center,Typhoid,September,Cool/Dry,Moderate,21,46,35.0,30.476190476190474,0,0
Community Wellness Center,Typhoid,September,Cool/Dry,Severe,9,20,35.0,33.77777777777778,9,0
Community Wellness Center,Upper Respiratory Infection,August,Cool/Dry,Mild,164,382,33.96341463414634,28.121951219512194,0,8
Community Wellness Center,Upper Respiratory Infection,August,Cool/Dry,Moderate,121,279,31.198347107438018,29.05785123966942,0,6
Community Wellness Center,Upper Respiratory Infection,August,Cool/Dry,Severe,68,168,28.823529411764707,28.647058823529413,68,4
Community Wellness Center,Upper Respiratory Infection,July,Long Rains,Mild,193,496,33.704663212435236,29.316062176165804,0,8
Community Wellness Center,Upper Respiratory Infection,July,Long Rains,Moderate,117,300,36.111111111111114,29.837606837606838,0,8
Community Wellness Center,Upper Respiratory Infection,July,Long Rains,Severe,58,136,33.793103448275865,31.017241379310345,58,1
Community Wellness Center,Upper Respiratory Infection,June,Long Rains,Mild,169,438,33.5207100591716,31.29585798816568,0,7
Community Wellness Center,Upper Respiratory Infection,June,Long Rains,Moderate,121,317,33.429752066115704,28.214876033057852,0,6
Community Wellness Center,Upper Respiratory Infection,June,Long Rains,Severe,52,144,36.15384615384615,30.307692307692307,52,2
Community Wellness Center,Upper Respiratory Infection,November,Short Rains,Mild,167,423,34.34131736526946,29.107784431137723,0,10
Community Wellness Center,Upper Respiratory Infection,November,Short Rains,Moderate,100,268,34.6,27.37,0,6
Community Wellness Center,Upper Respiratory Infection,November,Short Rains,Severe,43,110,34.06976744186046,30.046511627906977,43,2
Community Wellness Center,Upper Respiratory Infection,October,Cool/Dry,Mild,154,367,34.74025974025974,29.935064935064936,0,8
Community Wellness Center,Upper Respiratory Infection,October,Cool/Dry,Moderate,102,249,34.90196078431372,27.931372549019606,0,7
Community Wellness Center,Upper Respiratory Infection,October,Cool/Dry,Severe,36,90,30.27777777777778,31.02777777777778,36,0
Community Wellness Center,Upper Respiratory Infection,September,Cool/Dry,Mild,139,376,33.41726618705036,29.53956834532374,0,6
Community Wellness Center,Upper Respiratory Infection,September,Cool/Dry,Moderate,91,229,34.67032967032967,30.978021978021978,0,6
Community Wellness Center,Upper Respiratory Infection,September,Cool/Dry,Severe,43,102,33.13953488372093,25.930232558139537,43,0
District Referral Hospital,Arthritis,August,Cool/Dry,Mild,29,66,36.03448275862069,27.03448275862069,0,1
District Referral Hospital,Arthritis,August,Cool/Dry,Moderate,25,52,37.0,27.32,0,0
District Referral Hospital,Arthritis,August,Cool/Dry,Severe,10,25,30.0,31.0,10,0
District Referral Hospital,Arthritis,July,Long Rains,Mild,32,72,34.0625,31.0,0,3
District Referral Hospital,Arthritis,July,Long Rains,Moderate,30,79,30.666666666666668,30.533333333333335,0,3
District Referral Hospital,Arthritis,July,Long Rains,Severe,14,29,32.142857142857146,35.214285714285715,14,1
District Referral Hospital,Arthritis,June,Long Rains,Mild,42,100,25.952380952380953,25.238095238095237,0,0
District Referral Hospital,Arthritis,June,Long Rains,Moderate,31,82,32.74193548387097,28.838709677419356,0,1
District Referral Hospital,Arthritis,June,Long Rains,Severe,5,13,41.0,29.0,5,0
District Referral Hospital,Arthritis,November,Short Rains,Mild,51,126,33.03921568627451,31.84313725490196,0,0
District Referral Hospital,Arthritis,November,Short Rains,Moderate,45,102,29.666666666666668,33.333333333333336,0,2
District Referral Hospital,Arthritis,November,Short Rains,Severe,12,31,30.833333333333332,21.833333333333332,12,2
District Referral Hospital,Arthritis,October,Cool/Dry,Mild,46,110,28.695652173913043,33.630434782608695,0,4
District Referral Hospital,Arthritis,October,Cool/Dry,Moderate,42,115,33.333333333333336,33.61904761904762,0,2
District Referral Hospital,Arthritis,October,Cool/Dry,Severe,19,51,42.36842105263158,25.263157894736842,19,2
District Referral Hospital,Arthritis,September,Cool/Dry,Mild,39,96,32.94871794871795,29.384615384615383,0,0
District Referral Hospital,Arthritis,September,Cool/Dry,Moderate,30,68,38.0,29.3,0,1
District Referral Hospital,Arthritis,September,Cool/Dry,Severe,11,32,36.81818181818182,31.727272727272727,11,0
District Referral Hospital,Asthma,August,Cool/Dry,Mild,35,84,36.714285714285715,30.857142857142858,0,0
District Referral Hospital,Asthma,August,Cool/Dry,Moderate,35,87,26.428571428571427,29.82857142857143,0,2
District Referral Hospital,Asthma,August,Cool/Dry,Severe,23,56,37.17391304347826,30.391304347826086,23,1
District Referral Hospital,Asthma,July,Long Rains,Mild,89,240,33.53932584269663,32.79775280898876,0,6
District Referral Hospital,Asthma,July,Long Rains,Moderate,52,122,38.26923076923077,28.615384615384617,0,0
District Referral Hospital,Asthma,July,Long Rains,Severe,19,45,32.89473684210526,35.21052631578947,19,0
District Referral Hospital,Asthma,June,Long Rains,Mild,72,172,32.22222222222222,29.22222222222222,0,3
District Referral Hospital,Asthma,June,Long Rains,Moderate,42,99,35.476190476190474,28.738095238095237,0,2
District Referral Hospital,Asthma,June,Long Rains,Severe,24,61,37.083333333333336,24.458333333333332,24,1
District Referral Hospital,Asthma,November,Short Rains,Mild,78,189,33.46153846153846,28.564102564102566,0,7
District Referral Hospital,Asthma,November,Short Rains,Moderate,42,125,31.666666666666668,27.285714285714285,0,1
District Referral Hospital,Asthma,November,Short Rains,Severe,22,61,33.18181818181818,31.545454545454547,22,1
